Subscriber_ID,Channel,Category,Days_Watched,ZIP_Code,Verizon_Service,Highlighted,Customer_Type,Perks
b34135ce-524f-4180-ac61-dac89990194f,NFL Sunday Ticket,Sports,15,75224,Verizon Plus Play,,Good,Free month of STARZ
dc08d136-cc4c-48de-8af8-b81c7840e821,FlixLatino,TV & Movies,13,75211,Verizon Plus Play,,Good,Standard Perks
dbdb0a44-66ee-4898-9b86-611fcd8c38b9,STARZ,TV & Movies,12,75249,Verizon Plus Play,,Good,Standard Perks
b628fa2b-f8e7-4c1c-b7b7-3bf25119b9a2,Paramount+,TV & Movies,24,75219,Verizon Plus Play,,Good,Standard Perks
19a9fa65-8c13-426b-9dff-5974400d8c80,ViX Premium,Lifestyle,11,75210,Verizon Plus Play,,Good,Standard Perks
a78dc7cb-654f-41c2-9af7-4ea080681c9e,BET+,Music & Audio,22,75201,Verizon Plus Play,,Good,Standard Perks
d0f6ab68-2aa2-492a-be12-25ba8fd989bb,BET+,Music & Audio,15,75254,Verizon Plus Play,Increased Days & Updated Perks,Good,Bonus content for the next month
c6e854f9-d902-4ecf-af74-4d8cbcfa082a,AMC+,TV & Movies,11,75209,Verizon Plus Play,Increased Days & Updated Perks,Good,Bonus content for the next month
03028dc3-1b6b-445f-aa19-e59d3b3fdd7e,FlixLatino,TV & Movies,26,75215,Verizon Plus Play,,Good,Standard Perks
0349c9ec-42e3-4d98-9f96-0ada0d005503,HISTORY Vault,TV & Movies,29,75249,Verizon Plus Play,,Good,Standard Perks
98a37d19-6d70-4b1c-beda-ac2d504f065c,Peacock,TV & Movies,22,75246,Verizon Plus Play,,Good,Standard Perks
c349eced-69cc-4aeb-a140-be6babe33b48,AMC+,TV & Movies,27,75232,Verizon Plus Play,,Good,Standard Perks
bf39ec52-932d-4ef8-98b3-9b296d9e2b1c,BET+,Music & Audio,15,75211,Verizon Plus Play,Increased Days & Updated Perks,Good,Bonus content for the next month
80b2546e-17d9-4e54-86d8-cdb4caea9d58,Peacock,TV & Movies,14,75252,Verizon Plus Play,,Good,Standard Perks
57654b1a-cea2-4c3a-94e9-243a66008023,FlixLatino,TV & Movies,24,75229,Verizon Plus Play,,Good,Standard Perks
07fa2003-d973-468f-bbca-ff51d3baafab,STARZ,TV & Movies,30,75251,Verizon Plus Play,,Good,Standard Perks
d20c93b9-b82f-459c-bac6-a8f301fb0af5,AMC+,TV & Movies,25,75211,Verizon Plus Play,,Good,Standard Perks
33369ed0-39a8-4c85-864a-b6350baa9bc6,NFL Sunday Ticket,Sports,16,75251,Verizon Plus Play,,Good,Free month of STARZ
f05546ad-d08a-410b-be99-74084d6d6901,FlixLatino,TV & Movies,25,75246,Verizon Plus Play,,Good,Standard Perks
7c80630d-4e89-4725-9e6a-2cde647c3dc6,AMC+,TV & Movies,22,75223,Verizon Plus Play,,Good,Standard Perks
d1049531-f781-4d85-9ce2-2367cf864085,FlixLatino,TV & Movies,28,75209,Verizon Plus Play,,Good,Standard Perks
08795478-ba63-46e2-aaf6-32748ced1041,Netflix,TV & Movies,14,75208,Verizon Plus Play,,Good,15% off on Netflix next month
3ec487d4-328d-4959-aad6-644f5953ff6a,Paramount+,TV & Movies,15,75225,Verizon Plus Play,Increased Days & Updated Perks,Good,Bonus content for the next month
cf9c7f96-c067-4d7b-9a2a-e3e77375da88,BET+,Music & Audio,22,75220,Verizon Plus Play,,Good,Standard Perks
147f60fc-5d33-4f83-9243-7a644059a40c,Paramount+,TV & Movies,25,75238,Verizon Plus Play,,Good,Standard Perks
035db8df-15d9-4ba8-a23b-47d5eb21a209,Paramount+,TV & Movies,29,75224,Verizon Plus Play,,Good,Standard Perks
5098d4dd-edde-46bd-8cf2-737c4d716d09,AMC+,TV & Movies,17,75251,Verizon Plus Play,,Good,Standard Perks
9f47f160-46eb-4b77-91e9-169735b0d7c6,ViX Premium,Lifestyle,23,75204,Verizon Plus Play,,Good,Standard Perks
acb09d97-7de8-4b5e-b576-1ef059be566f,Peacock,TV & Movies,20,75203,Verizon Plus Play,,Good,Standard Perks
c94da3de-859a-4bba-a50d-26228767d4e8,FlixLatino,TV & Movies,29,75216,Verizon Plus Play,,Good,Standard Perks
f758bd44-283f-4d10-8c0a-b8cbe2d6a332,BET+,Music & Audio,29,75204,Verizon Plus Play,,Good,Standard Perks
0e122320-c949-40c0-85a7-885d6cfba318,Paramount+,TV & Movies,15,75229,Verizon Plus Play,,Good,Standard Perks
3e8aba53-6b6a-4168-a8b9-e3c81039015f,ViX Premium,Lifestyle,17,75205,Verizon Plus Play,,Good,Standard Perks
4c38d538-7144-4416-80dc-4ef8e2a3e92d,AMC+,TV & Movies,21,75206,Verizon Plus Play,,Good,Standard Perks
76a877e5-4344-48a2-bb68-ac94905e3adb,FlixLatino,TV & Movies,30,75247,Verizon Plus Play,,Good,Standard Perks
b852a344-13ba-4f7c-8be5-b1bd2df8f490,BET+,Music & Audio,13,75228,Verizon Plus Play,Increased Days & Updated Perks,Good,Bonus content for the next month
1cbedfc2-05a7-4375-9e88-6be83b279a90,BET+,Music & Audio,18,75229,Verizon Plus Play,,Good,Standard Perks
51da9f11-c60b-452e-9448-439df45ef06c,NFL Sunday Ticket,Sports,24,75218,Verizon Plus Play,,Good,Free month of STARZ
befd75cd-9adb-437f-8310-11839718d54a,NFL Sunday Ticket,Sports,12,75208,Verizon Plus Play,,Good,Free month of STARZ
50490849-b10f-4eec-94bb-70560fe7c95d,Netflix,TV & Movies,30,75201,Verizon Plus Play,,Good,15% off on Netflix next month
972476f9-9a40-4e2b-9252-f8da2fa6c0f8,STARZ,TV & Movies,17,75246,Verizon Plus Play,,Good,Standard Perks
4e4e5603-a456-4711-a28e-c9085777e2f0,AMC+,TV & Movies,12,75227,Verizon Plus Play,,Good,Standard Perks
47e5039d-1c55-4c9a-b8ff-a4419b80489e,HISTORY Vault,TV & Movies,21,75287,Verizon Plus Play,,Good,Standard Perks
b433969d-532c-4b16-ad0a-abf81e08e4ab,Paramount+,TV & Movies,29,75211,Verizon Plus Play,,Good,Standard Perks
94f90a42-72f5-4c3c-9749-261c331a5614,FlixLatino,TV & Movies,19,75220,Verizon Plus Play,,Good,Standard Perks
9bb87fcc-0e4a-4c0e-9403-f9f4b8597f3c,STARZ,TV & Movies,20,75208,Verizon Plus Play,,Good,Standard Perks
79b13d35-5e04-4a9d-8d45-e337e0430df4,NFL Sunday Ticket,Sports,23,75219,Verizon Plus Play,,Good,Free month of STARZ
9085c9fc-a6a2-4e48-9e0a-2a117d9b66ed,Paramount+,TV & Movies,19,75209,Verizon Plus Play,,Good,Standard Perks
09782a5a-8987-422d-91a6-036a3685bfae,Netflix,TV & Movies,28,75248,Verizon Plus Play,,Good,15% off on Netflix next month
b35fe4e0-06d2-4a41-8566-a8af9e7e2910,HISTORY Vault,TV & Movies,28,75252,Verizon Plus Play,,Good,Standard Perks
86e34273-6e04-48ce-9d0c-1f06924b8287,Netflix,TV & Movies,11,75241,Verizon Plus Play,,Good,15% off on Netflix next month
7a62dd1d-a601-476b-a4a9-3f24bac11045,ViX Premium,Lifestyle,15,75227,Verizon Plus Play,,Good,Standard Perks
6c2bac76-b27a-44e1-a85c-533678809a4e,HISTORY Vault,TV & Movies,11,75232,Verizon Plus Play,,Good,Standard Perks
ec115ee6-6b48-4156-a175-1df9041f5b80,NFL Sunday Ticket,Sports,12,75247,Verizon Plus Play,Increased Days & Updated Perks,Good,Bonus content for the next month
1b3eef1e-6ed3-4c68-92e0-266daaa5bd14,BET+,Music & Audio,22,75246,Verizon Plus Play,,Good,Standard Perks
3b6e22c2-fd85-4d59-bb3f-a6aab956b493,HISTORY Vault,TV & Movies,12,75225,Verizon Plus Play,,Good,Standard Perks
2309ccf0-ddd0-424c-80fb-2fca668d49ec,FlixLatino,TV & Movies,22,75001,Verizon Plus Play,,Good,Standard Perks
1a97b1a4-e12c-4849-97c6-534e2dba7e96,Paramount+,TV & Movies,11,75223,Verizon Plus Play,,Good,Standard Perks
9cb20243-d7f7-427e-81fd-49cedbfc1928,Netflix,TV & Movies,26,75220,Verizon Plus Play,,Good,15% off on Netflix next month
593e67a6-8fc4-4f2a-8a45-68b01f49b6a9,ViX Premium,Lifestyle,30,75204,Verizon Plus Play,,Good,Standard Perks
990da40e-3f70-4301-ad8b-a895303364e5,ViX Premium,Lifestyle,11,75228,Verizon Plus Play,,Good,Standard Perks
99b04519-90cb-4ccd-85e7-27785dd7b91b,AMC+,TV & Movies,22,75241,Verizon Plus Play,,Good,Standard Perks
6f28c99e-9f0d-4094-89f6-2b0a1182b4d9,Peacock,TV & Movies,12,75244,Verizon Plus Play,,Good,Standard Perks
a8ae19ec-0fd2-4d81-a7aa-7531acb7e159,Peacock,TV & Movies,22,75209,Verizon Plus Play,,Good,Standard Perks
db447d6a-ed56-4ca6-80fa-5434ffb2f277,Netflix,TV & Movies,14,75254,Verizon Plus Play,,Good,15% off on Netflix next month
bb234103-bfe9-46f9-9b4f-d11df0b1ed49,NFL Sunday Ticket,Sports,14,75243,Verizon Plus Play,,Good,Free month of STARZ
9d143f09-92e2-46e6-95a5-dfa5a6424659,Netflix,TV & Movies,19,75253,Verizon Plus Play,,Good,15% off on Netflix next month
63250e4f-89f7-49f4-9f95-47e98600d505,FlixLatino,TV & Movies,11,75246,Verizon Plus Play,,Good,Standard Perks
5635b330-645f-40c7-988f-5058939519d6,BET+,Music & Audio,15,75236,Verizon Plus Play,Increased Days & Updated Perks,Good,Bonus content for the next month
7adff041-4fed-47d0-84d8-4f476c7ac405,Peacock,TV & Movies,24,75214,Verizon Plus Play,,Good,Standard Perks
8a64ca0e-bf94-4b54-a71b-b9ff327487e7,FlixLatino,TV & Movies,23,75241,Verizon Plus Play,,Good,Standard Perks
5111c94c-3ed2-4a4d-9d98-7e0e06ea3ea8,STARZ,TV & Movies,15,75246,Verizon Plus Play,Increased Days & Updated Perks,Good,Bonus content for the next month
