Subscriber_ID,App Name,Category_x,Days_Watched,ZIP_Code,Verizon_Service,Customer_Type,Perks,URL
ee573eb9-ddc5-4785-9f5e-5186b603bc70,HBO,Sports,13,75001,Verizon MyPlan,Good,Free month of STARZ,https://www.hbo.com/promotions
a32ea81c-27e3-4be2-ae5b-6e5560c05e2d,Showtime,TV & Movies,8,75219,Verizon MyPlan,Bad,No Perks,https://www.showtimeanytime.com/free-trial
530954af-b86a-489d-b3af-f7f5ff60a46e,Showtime,TV & Movies,14,75214,Verizon MyPlan,Good,Bundle 4: Ultimate Movie Buff\nHBO Max: Premium Plan\nShowtime: Standard Plan\nStarz: Premium Plan\nPrice: $32.99/month\nFeatures:\nAccess to a vast library of movies.\nExclusive film premieres.,https://www.showtimeanytime.com/gift-cards
e9f97fc4-3450-4dc2-b3b8-c803086a0b45,AMC,Lifestyle,3,75243,Verizon MyPlan,Bad,No Perks,https://www.amc.com/redeem
be1ff0f4-4399-4dbf-8f9a-3584f69da680,FX,TV & Movies,25,75216,Verizon MyPlan,Good,Standard Perks,https://www.fxnetworks.com/signup/basic
30f39957-a459-4fd4-bb0c-635c950caf0c,Bravo,TV & Movies,26,75227,Verizon MyPlan,Good,"Bundle 9: Music & Culture\nMTV: Premium Plan\nVH1: Premium Plan\nBravo: Standard Plan\nPrice: $27.99/month\nFeatures:\nMusic videos, reality TV, and cultural shows.\nSimultaneous streaming on multiple devices.",https://www.bravotv.com/signup/standard
7752d944-469c-4d97-8520-4f15e29c34d0,Starz,TV & Movies,11,75209,Verizon MyPlan,Good,Bundle 4: Ultimate Movie Buff\nHBO Max: Premium Plan\nShowtime: Standard Plan\nStarz: Premium Plan\nPrice: $32.99/month\nFeatures:\nAccess to a vast library of movies.\nExclusive film premieres.,https://www.starz.com/signup/premium
1ec6b015-b04a-412f-b1b9-c3075660c515,CNN,Lifestyle,4,75227,Verizon MyPlan,Bad,No Perks,https://www.cnn.com/uk
bf8da42b-766f-420c-9069-07d3b0fea138,NBC Sports,Sports,10,75207,Verizon MyPlan,Bad,No Perks,https://www.nbcsports.com/us
67a9dd23-89bf-4118-96cb-a1af452a6f94,NBC Sports,TV & Movies,6,75203,Verizon MyPlan,Bad,No Perks,https://www.nbcsports.com/signup/basic
fce60403-5430-40d8-b89c-2e402d364546,Cartoon Network,TV & Movies,4,75246,Verizon MyPlan,Bad,No Perks,https://www.cartoonnetwork.com/pricing/premium
794fb91c-14c1-4560-a6f1-9f0653a817f9,ESPN,TV & Movies,19,75233,Verizon MyPlan,Good,Bundle 2: News & Sports Power Pack\nCNN: Standard Plan\nESPN+: Premium Plan\nFox Sports: Standard Plan\nPrice: $27.99/month\nFeatures:\nLive coverage of sports events.\n24/7 access to breaking news.,https://www.espnplus.com/signup/trial
368b86b3-ea15-4eb8-8336-d561616ea4d8,TNT,Music & Audio,7,75237,Verizon MyPlan,Bad,No Perks,https://www.tntdrama.com/in
ec48913e-16df-4246-a24d-0295139f4a33,National Geographic,TV & Movies,28,75229,Verizon MyPlan,Good,Bundle 3: Family Entertainment\nDisney+: Family Plan\nCartoon Network: Premium Plan\nNational Geographic: Premium Plan\nPrice: $29.99/month\nFeatures:\nFamily-friendly content with educational programs.\nAd-free streaming.,https://www.nationalgeographic.com/signup/standard
c1b15a8a-6edb-414d-850b-c963c7255881,NBC Sports,Sports,24,75207,Verizon MyPlan,Good,Free month of STARZ,https://www.nbcsports.com/promotions
f96ff7e5-3651-453b-b3ce-75a9119342cd,HGTV,Music & Audio,24,75209,Verizon MyPlan,Good,Standard Perks,https://www.hgtv.com/free-trial
bc0949c2-4d0e-426b-ad11-fe0e5faaf1c7,Bravo,TV & Movies,11,75204,Verizon MyPlan,Good,"Bundle 9: Music & Culture\nMTV: Premium Plan\nVH1: Premium Plan\nBravo: Standard Plan\nPrice: $27.99/month\nFeatures:\nMusic videos, reality TV, and cultural shows.\nSimultaneous streaming on multiple devices.",https://www.bravotv.com/signup/trial
266c8336-5174-40d4-b673-84d167e5852d,HGTV,TV & Movies,24,75228,Verizon MyPlan,Good,Standard Perks,https://www.hgtv.com/redeem
52de43d2-8709-47c3-95bb-f37ba32f2fe7,ESPN,Lifestyle,11,75231,Verizon MyPlan,Good,Bundle 2: News & Sports Power Pack\nCNN: Standard Plan\nESPN+: Premium Plan\nFox Sports: Standard Plan\nPrice: $27.99/month\nFeatures:\nLive coverage of sports events.\n24/7 access to breaking news.,https://www.espn.com/verizon
fb79c4c4-c832-4571-a0f8-9cc3992855dd,ESPN,TV & Movies,16,75246,Verizon MyPlan,Good,Bundle 2: News & Sports Power Pack\nCNN: Standard Plan\nESPN+: Premium Plan\nFox Sports: Standard Plan\nPrice: $27.99/month\nFeatures:\nLive coverage of sports events.\n24/7 access to breaking news.,https://www.espnplus.com/pricing/basic
a63a1faf-74b6-407f-993a-629aef3378a9,Cartoon Network,TV & Movies,23,75236,Verizon MyPlan,Good,Bundle 3: Family Entertainment\nDisney+: Family Plan\nCartoon Network: Premium Plan\nNational Geographic: Premium Plan\nPrice: $29.99/month\nFeatures:\nFamily-friendly content with educational programs.\nAd-free streaming.,https://www.cartoonnetwork.com/tmobile
ac4d046a-8858-4307-ae23-9fc0b9c44ba5,ESPN,TV & Movies,29,75230,Verizon MyPlan,Good,Bundle 2: News & Sports Power Pack\nCNN: Standard Plan\nESPN+: Premium Plan\nFox Sports: Standard Plan\nPrice: $27.99/month\nFeatures:\nLive coverage of sports events.\n24/7 access to breaking news.,https://www.espnplus.com/tmobile
3e6acfe1-893a-48e9-af23-e6af63ea58ca,AMC,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.amc.com/ca
3e6acfe1-893a-48e9-af23-e6af63ea58ca,Netflix,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.netflix.com/us
3e6acfe1-893a-48e9-af23-e6af63ea58ca,Comedy Central,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.comedycentral.com/pricing
3e6acfe1-893a-48e9-af23-e6af63ea58ca,National Geographic,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.nationalgeographic.com/us
3e6acfe1-893a-48e9-af23-e6af63ea58ca,ESPN,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.espnplus.com/pricing
3e6acfe1-893a-48e9-af23-e6af63ea58ca,FX,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.fxnetworks.com/in
3e6acfe1-893a-48e9-af23-e6af63ea58ca,Cinemax,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.cinemax.com/gift-cards
3e6acfe1-893a-48e9-af23-e6af63ea58ca,Showtime,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.showtime.com/signup/premium
3e6acfe1-893a-48e9-af23-e6af63ea58ca,ESPN,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.espn.com/us/plans
3e6acfe1-893a-48e9-af23-e6af63ea58ca,HBO,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.hbomax.com/pricing/basic
3e6acfe1-893a-48e9-af23-e6af63ea58ca,Cinemax,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.cinemax.com/ca
3e6acfe1-893a-48e9-af23-e6af63ea58ca,National Geographic,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.nationalgeographic.com/signup/standard
3e6acfe1-893a-48e9-af23-e6af63ea58ca,HBO,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.hbo.com
3e6acfe1-893a-48e9-af23-e6af63ea58ca,ESPN,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.espnplus.com/ca
3e6acfe1-893a-48e9-af23-e6af63ea58ca,ESPN,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.espn.com
3e6acfe1-893a-48e9-af23-e6af63ea58ca,Showtime,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.showtimeanytime.com/redeem
3e6acfe1-893a-48e9-af23-e6af63ea58ca,Netflix,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.netflix.com/redeem
3e6acfe1-893a-48e9-af23-e6af63ea58ca,Fox Sports,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.foxsports.com/signup/basic
3e6acfe1-893a-48e9-af23-e6af63ea58ca,Netflix,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.netflix.com/ca
3e6acfe1-893a-48e9-af23-e6af63ea58ca,Food Network,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.foodnetwork.com/au
3e6acfe1-893a-48e9-af23-e6af63ea58ca,HBO,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.hbo.com/signup/premium
3e6acfe1-893a-48e9-af23-e6af63ea58ca,MTV,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.mtv.com/gift-cards
3e6acfe1-893a-48e9-af23-e6af63ea58ca,Comedy Central,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.comedycentral.com/gift-cards
3e6acfe1-893a-48e9-af23-e6af63ea58ca,TNT,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.tntdrama.com/us
3e6acfe1-893a-48e9-af23-e6af63ea58ca,Showtime,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month,https://www.showtimeanytime.com/us
d7d7d209-6af1-4936-bcb4-b251720b1dc5,MTV,TV & Movies,17,75249,Verizon MyPlan,Good,"Bundle 9: Music & Culture\nMTV: Premium Plan\nVH1: Premium Plan\nBravo: Standard Plan\nPrice: $27.99/month\nFeatures:\nMusic videos, reality TV, and cultural shows.\nSimultaneous streaming on multiple devices.",https://www.mtv.com
dc81823e-30d2-40c6-b0d3-30a2e22fe6df,FX,Sports,27,75217,Verizon MyPlan,Good,Free month of STARZ,https://www.fxnetworks.com/in
7c871b22-4c58-4e55-be97-8eb233128561,Netflix,TV & Movies,0,75207,Verizon MyPlan,Bad,No Perks,https://www.netflix.com/pricing/standard
147bf176-ddae-485c-bd6c-f3f11f7dbf3d,HBO,TV & Movies,24,75236,Verizon MyPlan,Good,"Bundle 1: All-in-One Entertainment\nNetflix: Premium Plan\nHBO Max: Standard Plan\nDisney+: Standard Plan\nPrice: $34.99/month\nFeatures:\nAccess to new releases, exclusive shows, and classic content.\nSimultaneous streaming on multiple devices.",https://www.hbo.com/atandt
9553ab72-f093-4708-b5db-f8048755ac8e,Starz,Lifestyle,30,75235,Verizon MyPlan,Good,Bundle 4: Ultimate Movie Buff\nHBO Max: Premium Plan\nShowtime: Standard Plan\nStarz: Premium Plan\nPrice: $32.99/month\nFeatures:\nAccess to a vast library of movies.\nExclusive film premieres.,https://www.starz.com/signup/trial
42ea7c02-4861-4d31-8b0b-b4f5d42069a6,Fox Sports,Music & Audio,25,75240,Verizon MyPlan,Good,Bundle 2: News & Sports Power Pack\nCNN: Standard Plan\nESPN+: Premium Plan\nFox Sports: Standard Plan\nPrice: $27.99/month\nFeatures:\nLive coverage of sports events.\n24/7 access to breaking news.,https://www.foxsports.com/verizon
611f792b-bc2f-462b-a0f1-987e32f7bce5,CNN,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.cnn.com/uk
611f792b-bc2f-462b-a0f1-987e32f7bce5,Cartoon Network,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.cartoonnetwork.com/free-trial
611f792b-bc2f-462b-a0f1-987e32f7bce5,HBO,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.hbo.com/pricing/basic
611f792b-bc2f-462b-a0f1-987e32f7bce5,Netflix,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.netflix.com/us
611f792b-bc2f-462b-a0f1-987e32f7bce5,Food Network,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.foodnetwork.com/us/plans
611f792b-bc2f-462b-a0f1-987e32f7bce5,AMC,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.amc.com/gift-cards
611f792b-bc2f-462b-a0f1-987e32f7bce5,TNT,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.tntdrama.com/signup/standard
611f792b-bc2f-462b-a0f1-987e32f7bce5,Cinemax,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.cinemax.com/in
611f792b-bc2f-462b-a0f1-987e32f7bce5,AMC,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.amc.com/pricing
611f792b-bc2f-462b-a0f1-987e32f7bce5,Bravo,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.bravotv.com/pricing
611f792b-bc2f-462b-a0f1-987e32f7bce5,Showtime,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.showtime.com/pricing/standard
611f792b-bc2f-462b-a0f1-987e32f7bce5,Netflix,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.netflix.com/in
611f792b-bc2f-462b-a0f1-987e32f7bce5,MTV,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.mtv.com/gift-cards
611f792b-bc2f-462b-a0f1-987e32f7bce5,CNN,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.cnn.com/uk
611f792b-bc2f-462b-a0f1-987e32f7bce5,Cinemax,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.cinemax.com/pricing/basic
611f792b-bc2f-462b-a0f1-987e32f7bce5,Starz,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.starz.com/signup/standard
611f792b-bc2f-462b-a0f1-987e32f7bce5,Showtime,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.showtime.com/us
611f792b-bc2f-462b-a0f1-987e32f7bce5,TNT,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.tntdrama.com
611f792b-bc2f-462b-a0f1-987e32f7bce5,FX,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.fxnetworks.com/au
611f792b-bc2f-462b-a0f1-987e32f7bce5,HBO,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.hbo.com/signup/premium
611f792b-bc2f-462b-a0f1-987e32f7bce5,MTV,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.mtv.com/signup/basic
611f792b-bc2f-462b-a0f1-987e32f7bce5,Bravo,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.bravotv.com/au
611f792b-bc2f-462b-a0f1-987e32f7bce5,NBC Sports,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.nbcsports.com/ca
611f792b-bc2f-462b-a0f1-987e32f7bce5,National Geographic,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.nationalgeographic.com/free-trial
611f792b-bc2f-462b-a0f1-987e32f7bce5,AMC,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month,https://www.amc.com/signup/planform
d7fbb174-6356-4ea2-8cd5-3ddb5f0d8d29,Showtime,TV & Movies,1,75240,Verizon MyPlan,Bad,No Perks,https://www.showtimeanytime.com/uk
4506a9b4-fe1e-41eb-947a-43e0f6acf435,Hulu,Sports,21,75249,Verizon MyPlan,Good,Free month of STARZ,https://www.hulu.com/us/plans
e0cd428c-ee67-4760-b018-ce3249c9b101,MTV,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.mtv.com/pricing
e0cd428c-ee67-4760-b018-ce3249c9b101,Cartoon Network,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.cartoonnetwork.com/signup/planform
e0cd428c-ee67-4760-b018-ce3249c9b101,Showtime,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.showtime.com/signup/premium
e0cd428c-ee67-4760-b018-ce3249c9b101,NBC Sports,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.nbcsports.com/gift-cards
e0cd428c-ee67-4760-b018-ce3249c9b101,Comedy Central,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.comedycentral.com/signup/basic
e0cd428c-ee67-4760-b018-ce3249c9b101,HBO,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.hbomax.com/pricing/premium
e0cd428c-ee67-4760-b018-ce3249c9b101,Netflix,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.netflix.com/pricing/mobile
e0cd428c-ee67-4760-b018-ce3249c9b101,FX,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.fxnetworks.com/promotions
e0cd428c-ee67-4760-b018-ce3249c9b101,FX,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.fxnetworks.com/pricing/basic
e0cd428c-ee67-4760-b018-ce3249c9b101,AMC,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.amc.com/signup/planform
e0cd428c-ee67-4760-b018-ce3249c9b101,Hulu,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.hulu.com/in
e0cd428c-ee67-4760-b018-ce3249c9b101,Comedy Central,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.comedycentral.com/us/plans
e0cd428c-ee67-4760-b018-ce3249c9b101,AMC,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.amc.com/free-trial
e0cd428c-ee67-4760-b018-ce3249c9b101,Showtime,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.showtimeanytime.com/free-trial
e0cd428c-ee67-4760-b018-ce3249c9b101,MTV,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.mtv.com/signup/basic
e0cd428c-ee67-4760-b018-ce3249c9b101,National Geographic,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.nationalgeographic.com/gift-cards
e0cd428c-ee67-4760-b018-ce3249c9b101,CNN,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.cnn.com/signup/trial
e0cd428c-ee67-4760-b018-ce3249c9b101,National Geographic,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.nationalgeographic.com/au
e0cd428c-ee67-4760-b018-ce3249c9b101,National Geographic,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.nationalgeographic.com/au
e0cd428c-ee67-4760-b018-ce3249c9b101,Fox Sports,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.foxsports.com/tmobile
e0cd428c-ee67-4760-b018-ce3249c9b101,Food Network,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.foodnetwork.com/verizon
e0cd428c-ee67-4760-b018-ce3249c9b101,TNT,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.tntdrama.com/tmobile
e0cd428c-ee67-4760-b018-ce3249c9b101,ESPN,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.espnplus.com/pricing/basic
e0cd428c-ee67-4760-b018-ce3249c9b101,Bravo,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.bravotv.com/in
e0cd428c-ee67-4760-b018-ce3249c9b101,CNN,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks,https://www.cnn.com/pricing/premium
8ff3f290-8787-4834-9c13-583ec7715dd6,TNT,Sports,16,75227,Verizon MyPlan,Good,Free month of STARZ,https://www.tntdrama.com/free-trial
9f0128ab-2f96-4aba-ae77-22b86b1d5058,HBO,Music & Audio,28,75210,Verizon MyPlan,Good,"Bundle 1: All-in-One Entertainment\nNetflix: Premium Plan\nHBO Max: Standard Plan\nDisney+: Standard Plan\nPrice: $34.99/month\nFeatures:\nAccess to new releases, exclusive shows, and classic content.\nSimultaneous streaming on multiple devices.",https://www.hbo.com/pricing/premium
8bfd698d-84f3-43aa-a7f7-c8583791d9d7,Starz,TV & Movies,2,75209,Verizon MyPlan,Bad,No Perks,https://www.starzplay.com/ca
b1c959f4-d665-44f9-97bd-ad3544ec4e4e,Showtime,TV & Movies,17,75238,Verizon MyPlan,Good,Bundle 4: Ultimate Movie Buff\nHBO Max: Premium Plan\nShowtime: Standard Plan\nStarz: Premium Plan\nPrice: $32.99/month\nFeatures:\nAccess to a vast library of movies.\nExclusive film premieres.,https://www.showtime.com/gift-cards
9604e1c7-8314-4d2b-8960-67dbe0744af9,Hulu,TV & Movies,16,75226,Verizon MyPlan,Good,Standard Perks,https://www.hulu.com/signup/basic
8a34c6a3-8128-41df-98ee-8ea599e636c5,AMC,TV & Movies,28,75249,Verizon MyPlan,Good,Bundle 6: Action & Drama\nHBO Max: Premium Plan\nAMC: Premium Plan\nTNT: Standard Plan\nPrice: $30.99/month\nFeatures:\nHigh-octane action movies and dramatic series.\nSimultaneous streaming on multiple devices.,https://www.amc.com/uk
54be8d6e-bf6a-43ba-9457-abb66dc2a8c5,Cinemax,TV & Movies,12,75215,Verizon MyPlan,Good,Standard Perks,https://www.cinemax.com/signup/standard
96fdf31d-49d9-4f83-bd3c-50206573d547,HGTV,TV & Movies,3,75253,Verizon MyPlan,Bad,No Perks,https://www.hgtv.com/pricing/premium
96fdf31d-49d9-4f83-bd3c-50206573d547,Starz,TV & Movies,3,75253,Verizon MyPlan,Bad,No Perks,https://www.starz.com/free-trial
96fdf31d-49d9-4f83-bd3c-50206573d547,CNN,TV & Movies,3,75253,Verizon MyPlan,Bad,No Perks,https://www.cnn.com/us
96fdf31d-49d9-4f83-bd3c-50206573d547,Showtime,TV & Movies,3,75253,Verizon MyPlan,Bad,No Perks,https://www.showtime.com/au
96fdf31d-49d9-4f83-bd3c-50206573d547,National Geographic,TV & Movies,3,75253,Verizon MyPlan,Bad,No Perks,https://www.nationalgeographic.com/gift-cards
96fdf31d-49d9-4f83-bd3c-50206573d547,Food Network,TV & Movies,3,75253,Verizon MyPlan,Bad,No Perks,https://www.foodnetwork.com/ca
96fdf31d-49d9-4f83-bd3c-50206573d547,Fox Sports,TV & Movies,3,75253,Verizon MyPlan,Bad,No Perks,https://www.foxsports.com/au
96fdf31d-49d9-4f83-bd3c-50206573d547,ESPN,TV & Movies,3,75253,Verizon MyPlan,Bad,No Perks,https://www.espnplus.com/signup/basic
96fdf31d-49d9-4f83-bd3c-50206573d547,Showtime,TV & Movies,3,75253,Verizon MyPlan,Bad,No Perks,https://www.showtime.com/in
96fdf31d-49d9-4f83-bd3c-50206573d547,AMC,TV & Movies,3,75253,Verizon MyPlan,Bad,No Perks,https://www.amc.com/signup/premium
