Subscriber_ID,Channel,Category,Days_Watched,ZIP_Code,Verizon_Service,Highlighted,Customer_Type,Perks
9ac6c396-95ab-4710-abe6-8f8b515a5c68,FlixLatino,TV & Movies,27,75205,Verizon MyPlan,,Good,Standard Perks
376cda8d-f775-49bc-9449-986d27b4b930,Netflix,TV & Movies,20,75210,Verizon MyPlan,,Good,15% off on Netflix next month
75d585e0-5fe7-4d4f-9d8c-bf3a0c3781a1,BET+,Music & Audio,25,75238,Verizon MyPlan,,Good,Standard Perks
10f4b91c-ed48-4a91-bdbf-07e4a38141c5,AMC+,TV & Movies,16,75254,Verizon MyPlan,,Good,Standard Perks
45de46ca-9eb1-4075-9139-a862e0b0c6d6,NFL Sunday Ticket,Sports,13,75232,Verizon Plus Play,,Good,Free month of STARZ
1946ccc4-3352-4a18-bb56-f5de681cf83c,Peacock,TV & Movies,12,75241,Verizon MyPlan,,Good,Standard Perks
82f8ce3c-6847-4adf-a6c3-b97fef9f3022,ViX Premium,Lifestyle,14,75230,Verizon Plus Play,Increased Days & Updated Perks,Good,Bonus content for the next month
e79a1352-14fb-42d9-a369-b13ab5a5ca8a,NFL Sunday Ticket,Sports,15,75229,Verizon Plus Play,Increased Days & Updated Perks,Good,Bonus content for the next month
bc3adfb3-1d9a-4054-9681-73da3f0d3447,Paramount+,TV & Movies,25,75251,Verizon MyPlan,,Good,Standard Perks
d567c856-b93d-45d6-8d1a-480baa890e7b,FlixLatino,TV & Movies,15,75248,Verizon Plus Play,,Good,Standard Perks
a7b8f0b6-9d19-4220-b8e1-ea10119968cb,BET+,Music & Audio,21,75246,Verizon MyPlan,,Good,Standard Perks
a5083980-7ca2-4583-8861-8b508091a753,NFL Sunday Ticket,Sports,24,75217,Verizon Plus Play,,Good,Free month of STARZ
5e0b8609-9d62-47e3-acf0-793e3b77e2bb,Paramount+,TV & Movies,20,75253,Verizon MyPlan,,Good,Standard Perks
23dd6cd3-e15d-406a-a6fc-72f726bf7561,ViX Premium,Lifestyle,26,75287,Verizon Plus Play,,Good,Standard Perks
5d563f88-f70c-4c91-b5f6-f8004f54d4ca,HISTORY Vault,TV & Movies,23,75254,Verizon MyPlan,,Good,Standard Perks
8d992e78-d991-45ee-8f64-5d9ae90e7369,NFL Sunday Ticket,Sports,22,75241,Verizon Plus Play,,Good,Free month of STARZ
ac56403b-c093-4095-91f5-f97819993ae0,Netflix,TV & Movies,11,75223,Verizon MyPlan,,Good,15% off on Netflix next month
28b0eb2f-093b-4a76-b643-a5bd23f12b41,ViX Premium,Lifestyle,14,75217,Verizon MyPlan,,Good,Standard Perks
06d20fde-0ebe-4323-aafc-c348547138f6,STARZ,TV & Movies,29,75209,Verizon MyPlan,,Good,Standard Perks
ae805f92-fb87-4374-a062-fb253c9cd8dc,HISTORY Vault,TV & Movies,26,75203,Verizon MyPlan,,Good,Standard Perks
7bfa91a3-784b-4232-b6bc-7ee0b9dc44ad,STARZ,TV & Movies,11,75237,Verizon Plus Play,,Good,Standard Perks
b19bf47a-9e33-4e87-b24b-fc0aeb5074f4,Peacock,TV & Movies,24,75223,Verizon Plus Play,,Good,Standard Perks
ba1194cb-b760-45bf-bc5b-02f0a7325071,AMC+,TV & Movies,15,75241,Verizon Plus Play,,Good,Standard Perks
88f63254-60e3-48a0-9c07-38cdb54e06b3,AMC+,TV & Movies,8,75241,Verizon MyPlan,,Bad,No Perks
8273c31d-fbee-4c2c-8488-8b2fcd2992b9,STARZ,TV & Movies,27,75234,Verizon MyPlan,,Good,Standard Perks
15d0d62f-e260-40c5-afbc-005e807177e2,ViX Premium,Lifestyle,2,75214,Verizon MyPlan,,Bad,No Perks
e66669c8-42a0-434e-bbf2-74c0a57ba454,ViX Premium,Lifestyle,26,75214,Verizon MyPlan,,Good,Standard Perks
bd678b70-ec65-48ef-93a6-765bae9fa32c,AMC+,TV & Movies,29,75202,Verizon MyPlan,,Good,Standard Perks
b3a26ff5-6c17-4e4d-8d57-6e0f91eec632,AMC+,TV & Movies,12,75227,Verizon Plus Play,,Good,Standard Perks
511566ca-3f07-451a-8d2b-7af61f0c7774,STARZ,TV & Movies,22,75226,Verizon Plus Play,,Good,Standard Perks
7fbc9044-a7e5-48e8-99d7-a23bf9708d64,AMC+,TV & Movies,8,75234,Verizon Plus Play,Increased Days & Updated Perks,Bad,Bonus content for the next month
8386c29d-730a-4467-93a9-fcfb63ce7422,NFL Sunday Ticket,Sports,8,75241,Verizon MyPlan,,Bad,No Perks
e32a5f1f-0867-48ef-bdd2-7351338afa53,NFL Sunday Ticket,Sports,25,75225,Verizon Plus Play,,Good,Free month of STARZ
ce096570-0210-4eca-ab19-762b842730de,Paramount+,TV & Movies,27,75246,Verizon Plus Play,,Good,Standard Perks
912bb3e6-2f47-421a-a9d9-f8bfbed44006,HISTORY Vault,TV & Movies,30,75232,Verizon MyPlan,,Good,Standard Perks
d7fcf6d6-a955-4750-bc73-623305018385,AMC+,TV & Movies,14,75223,Verizon MyPlan,,Good,Standard Perks
fcd380f6-b4e3-4830-90c4-d4de21a3bb79,ViX Premium,Lifestyle,10,75212,Verizon Plus Play,Increased Days & Updated Perks,Bad,Bonus content for the next month
dbe81f2c-8712-4e4a-becf-2e3af1d6675d,Netflix,TV & Movies,6,75233,Verizon MyPlan,,Bad,No Perks
7b1f3c61-d535-4a9e-873d-c0aa453969a7,Netflix,TV & Movies,16,75248,Verizon MyPlan,,Good,15% off on Netflix next month
f9e68e78-7e64-4305-a21a-4278ae4dbe8b,BET+,Music & Audio,8,75243,Verizon MyPlan,,Bad,No Perks
261aab7a-bafb-4c2e-9208-fe0b50ceb990,Netflix,TV & Movies,0,75232,Verizon MyPlan,,Bad,No Perks
dde58bb1-eeb5-4805-9ee0-f0cffa050bfc,BET+,Music & Audio,10,75237,Verizon MyPlan,,Bad,No Perks
14578112-7a4f-494c-bbc7-a77c8bcadd19,Peacock,TV & Movies,9,75233,Verizon MyPlan,,Bad,No Perks
eb8cf1bb-2269-4e16-95c7-a858c5eb08d8,FlixLatino,TV & Movies,24,75227,Verizon Plus Play,,Good,Standard Perks
db0c6a4a-38c5-41d7-bdd4-87dfc36f21bc,Peacock,TV & Movies,19,75203,Verizon MyPlan,,Good,Standard Perks
ed331991-f737-4b9f-b772-6b7779bedd7d,Paramount+,TV & Movies,27,75238,Verizon Plus Play,,Good,Standard Perks
7f7c8cc1-2466-484e-b686-fab10be3cc9d,FlixLatino,TV & Movies,5,75225,Verizon Plus Play,Increased Days & Updated Perks,Bad,Bonus content for the next month
a9b2f6ba-e40d-46b9-a29c-0af74ac521e7,BET+,Music & Audio,19,75237,Verizon Plus Play,,Good,Standard Perks
3a8ed685-6e26-477d-8358-2fe39811b953,Peacock,TV & Movies,13,75235,Verizon MyPlan,,Good,Standard Perks
3dc8e06a-2124-477c-b141-ba164004d010,BET+,Music & Audio,7,75287,Verizon Plus Play,Increased Days & Updated Perks,Bad,Bonus content for the next month
bc50bcba-be43-4358-ae07-ac85dd457e05,FlixLatino,TV & Movies,11,75204,Verizon Plus Play,Increased Days & Updated Perks,Good,Bonus content for the next month
4e90b1bf-2410-4b83-952d-b669d768318c,AMC+,TV & Movies,7,75202,Verizon MyPlan,,Bad,No Perks
55e053cb-e3d3-4e54-93bf-a22ba6e3769e,BET+,Music & Audio,30,75241,Verizon MyPlan,,Good,Standard Perks
2364e059-2272-4cac-a311-0d77bda6c84d,HISTORY Vault,TV & Movies,20,75204,Verizon MyPlan,,Good,Standard Perks
ac149aff-aeb3-4f9e-8b29-042ad635576d,AMC+,TV & Movies,14,75235,Verizon MyPlan,,Good,Standard Perks
ebf37a93-fb24-40cf-a292-c03428fe239a,HISTORY Vault,TV & Movies,16,75223,Verizon Plus Play,,Good,Standard Perks
590f8601-acfa-4482-956e-b547113737da,AMC+,TV & Movies,11,75232,Verizon MyPlan,,Good,Standard Perks
c93f3bbd-2ebe-4d19-b0d4-9de6c6f94a26,Peacock,TV & Movies,18,75226,Verizon Plus Play,,Good,Standard Perks
d1d703d1-0c99-417e-beb6-596fd9adc01f,AMC+,TV & Movies,0,75224,Verizon MyPlan,,Bad,No Perks
62829ca9-64ec-4771-8a5d-5f8475a51607,STARZ,TV & Movies,24,75204,Verizon MyPlan,,Good,Standard Perks
1505c11d-bcd7-4f48-8ce7-8a9122324697,Peacock,TV & Movies,12,75226,Verizon Plus Play,,Good,Standard Perks
8362c2da-827f-48ce-92ec-b5a2db4864a7,Paramount+,TV & Movies,6,75230,Verizon MyPlan,,Bad,No Perks
c8fbff40-88f5-4d06-8b50-74149aecefcb,FlixLatino,TV & Movies,15,75210,Verizon MyPlan,,Good,Standard Perks
67bfcb80-c582-4f42-8a57-266f073340eb,ViX Premium,Lifestyle,14,75226,Verizon Plus Play,Increased Days & Updated Perks,Good,Bonus content for the next month
03d8faed-1826-4189-965b-824c2d1e95c0,ViX Premium,Lifestyle,14,75249,Verizon MyPlan,,Good,Standard Perks
297f99c9-031f-44b2-b29f-94fe0e7bfc93,Peacock,TV & Movies,2,75253,Verizon MyPlan,,Bad,No Perks
d64538ad-9347-4656-b73c-a6ba7c8b2b67,BET+,Music & Audio,30,75230,Verizon MyPlan,,Good,Standard Perks
f522cda3-db48-4e6d-80b7-2671ae6b6c9d,BET+,Music & Audio,11,75230,Verizon Plus Play,,Good,Standard Perks
9edf3a0f-7ecd-4a3e-9e87-72e13dd84a82,ViX Premium,Lifestyle,30,75227,Verizon MyPlan,,Good,Standard Perks
4359899f-9eb9-46b3-8c76-412b3a113de2,Paramount+,TV & Movies,29,75217,Verizon MyPlan,,Good,Standard Perks
8be05e86-7f88-46bd-b255-44237fe43c33,Paramount+,TV & Movies,18,75212,Verizon Plus Play,,Good,Standard Perks
4d0efec0-9c28-4a30-9fb4-00061a4cd5cc,FlixLatino,TV & Movies,20,75218,Verizon Plus Play,,Good,Standard Perks
