Subscriber_ID,Channel,Category,Days_Watched,ZIP_Code,Verizon_Service,Customer_Type,Perks
30f39957-a459-4fd4-bb0c-635c950caf0c,Peacock,TV & Movies,26,75227,Verizon MyPlan,Good,Standard Perks
7752d944-469c-4d97-8520-4f15e29c34d0,FlixLatino,TV & Movies,11,75209,Verizon MyPlan,Good,Standard Perks
470e0f9c-43cf-44cf-a835-7a4caaf45a95,FlixLatino,TV & Movies,5,75252,Verizon Plus Play,Bad,No Perks
1ec6b015-b04a-412f-b1b9-c3075660c515,ViX Premium,Lifestyle,4,75227,Verizon MyPlan,Bad,No Perks
c688da44-940a-4d0a-9e79-270b69083318,ViX Premium,Lifestyle,5,75234,Verizon Plus Play,Bad,No Perks
bf8da42b-766f-420c-9069-07d3b0fea138,NFL Sunday Ticket,Sports,10,75207,Verizon MyPlan,Bad,No Perks
67a9dd23-89bf-4118-96cb-a1af452a6f94,FlixLatino,TV & Movies,6,75203,Verizon MyPlan,Bad,No Perks
536cead3-686d-48e3-bed5-e78150a4dc83,ViX Premium,Lifestyle,27,75251,Verizon Plus Play,Good,Standard Perks
c251be87-0f60-41f6-9f87-81e04a043ec4,Peacock,TV & Movies,2,75249,Verizon Plus Play,Bad,No Perks
c66c176e-6df9-4f2c-ae20-e372b252368d,Peacock,TV & Movies,9,75247,Verizon Plus Play,Bad,No Perks
fce60403-5430-40d8-b89c-2e402d364546,HISTORY Vault,TV & Movies,4,75246,Verizon MyPlan,Bad,No Perks
794fb91c-14c1-4560-a6f1-9f0653a817f9,HISTORY Vault,TV & Movies,19,75233,Verizon MyPlan,Good,Standard Perks
859dde95-e91d-496e-8d7b-304971e5180c,HISTORY Vault,TV & Movies,29,75251,Verizon Plus Play,Good,Standard Perks
368b86b3-ea15-4eb8-8336-d561616ea4d8,BET+,Music & Audio,7,75237,Verizon MyPlan,Bad,No Perks
ec48913e-16df-4246-a24d-0295139f4a33,STARZ,TV & Movies,28,75229,Verizon MyPlan,Good,Standard Perks
c1b15a8a-6edb-414d-850b-c963c7255881,NFL Sunday Ticket,Sports,24,75207,Verizon MyPlan,Good,Free month of STARZ
f96ff7e5-3651-453b-b3ce-75a9119342cd,BET+,Music & Audio,24,75209,Verizon MyPlan,Good,Standard Perks
246630b6-22bd-4512-a656-01e8513a6673,Peacock,TV & Movies,10,75202,Verizon Plus Play,Bad,No Perks
bc0949c2-4d0e-426b-ad11-fe0e5faaf1c7,AMC+,TV & Movies,11,75204,Verizon MyPlan,Good,Standard Perks
b4730a4d-91b7-48c1-8bbf-04499164d7e5,ViX Premium,Lifestyle,16,75238,Verizon Plus Play,Good,Standard Perks
266c8336-5174-40d4-b673-84d167e5852d,Peacock,TV & Movies,24,75228,Verizon MyPlan,Good,Standard Perks
03cd364c-588a-4df8-b195-2c4679820f54,Netflix,TV & Movies,30,75229,Verizon Plus Play,Good,15% off on Netflix next month
52de43d2-8709-47c3-95bb-f37ba32f2fe7,ViX Premium,Lifestyle,11,75231,Verizon MyPlan,Good,Standard Perks
fb79c4c4-c832-4571-a0f8-9cc3992855dd,FlixLatino,TV & Movies,16,75246,Verizon MyPlan,Good,Standard Perks
f53e5660-bb47-4f0b-baba-67079e6ca756,AMC+,TV & Movies,29,75228,Verizon Plus Play,Good,Standard Perks
a63a1faf-74b6-407f-993a-629aef3378a9,Peacock,TV & Movies,23,75236,Verizon MyPlan,Good,Standard Perks
235e3bf2-dd06-4365-b6b3-d724285a09b4,ViX Premium,Lifestyle,17,75227,Verizon Plus Play,Good,Standard Perks
ac4d046a-8858-4307-ae23-9fc0b9c44ba5,FlixLatino,TV & Movies,29,75230,Verizon MyPlan,Good,Standard Perks
3e6acfe1-893a-48e9-af23-e6af63ea58ca,Netflix,TV & Movies,17,75207,Verizon MyPlan,Good,15% off on Netflix next month
d7d7d209-6af1-4936-bcb4-b251720b1dc5,FlixLatino,TV & Movies,17,75249,Verizon MyPlan,Good,Standard Perks
20a3d3d6-ce40-4ef9-9194-168c5330608b,Peacock,TV & Movies,14,75228,Verizon Plus Play,Good,Standard Perks
c3cabf36-7b62-43ec-9c38-65d4b8d954d6,HISTORY Vault,TV & Movies,4,75215,Verizon Plus Play,Bad,No Perks
dc81823e-30d2-40c6-b0d3-30a2e22fe6df,NFL Sunday Ticket,Sports,27,75217,Verizon MyPlan,Good,Free month of STARZ
30f7749b-e99b-4ddb-ba81-b0d606119068,FlixLatino,TV & Movies,17,75238,Verizon Plus Play,Good,Standard Perks
89072f41-268d-4a2b-a438-d29913bc231c,HISTORY Vault,TV & Movies,16,75203,Verizon Plus Play,Good,Standard Perks
7c871b22-4c58-4e55-be97-8eb233128561,FlixLatino,TV & Movies,0,75207,Verizon MyPlan,Bad,No Perks
147bf176-ddae-485c-bd6c-f3f11f7dbf3d,HISTORY Vault,TV & Movies,24,75236,Verizon MyPlan,Good,Standard Perks
9553ab72-f093-4708-b5db-f8048755ac8e,ViX Premium,Lifestyle,30,75235,Verizon MyPlan,Good,Standard Perks
febe2de1-669d-4062-b732-8e20108e52c2,Paramount+,TV & Movies,4,75210,Verizon Plus Play,Bad,No Perks
1b6c2c71-3e43-462d-b826-e4e5e32eaeae,ViX Premium,Lifestyle,23,75252,Verizon Plus Play,Good,Standard Perks
229da1e6-cd3e-4ca8-95f1-380615aedce8,BET+,Music & Audio,0,75230,Verizon Plus Play,Bad,No Perks
c7b79389-6218-4414-bc32-c0cfc65a384c,BET+,Music & Audio,9,75227,Verizon Plus Play,Bad,No Perks
863e9b44-30f6-4895-8512-95ed5c28903c,Peacock,TV & Movies,25,75237,Verizon Plus Play,Good,Standard Perks
42ea7c02-4861-4d31-8b0b-b4f5d42069a6,BET+,Music & Audio,25,75240,Verizon MyPlan,Good,Standard Perks
611f792b-bc2f-462b-a0f1-987e32f7bce5,Netflix,TV & Movies,22,75206,Verizon MyPlan,Good,15% off on Netflix next month
afd80fb0-02c1-46ec-953f-be5135861fe5,BET+,Music & Audio,13,75224,Verizon Plus Play,Good,Standard Perks
d7fbb174-6356-4ea2-8cd5-3ddb5f0d8d29,Paramount+,TV & Movies,1,75240,Verizon MyPlan,Bad,No Perks
27619ce8-e5b5-4f1b-a122-022b2e07fb7a,ViX Premium,Lifestyle,19,75253,Verizon Plus Play,Good,Standard Perks
4506a9b4-fe1e-41eb-947a-43e0f6acf435,NFL Sunday Ticket,Sports,21,75249,Verizon MyPlan,Good,Free month of STARZ
e0cd428c-ee67-4760-b018-ce3249c9b101,Netflix,TV & Movies,3,75216,Verizon MyPlan,Bad,No Perks
8ff3f290-8787-4834-9c13-583ec7715dd6,NFL Sunday Ticket,Sports,16,75227,Verizon MyPlan,Good,Free month of STARZ
ea392729-05c2-4b82-b787-82e003a83e26,STARZ,TV & Movies,15,75204,Verizon Plus Play,Good,Standard Perks
848ad722-816d-48e2-8efb-48f01329faa8,Netflix,TV & Movies,30,75241,Verizon Plus Play,Good,15% off on Netflix next month
1bea0b84-5ec2-4bc5-97ed-125f18bedf66,ViX Premium,Lifestyle,14,75205,Verizon Plus Play,Good,Standard Perks
21c62e25-8224-436f-a71e-3c6f60997b28,STARZ,TV & Movies,20,75212,Verizon Plus Play,Good,Standard Perks
04ae51f9-a08f-4567-9d0a-9d7252506d87,STARZ,TV & Movies,27,75219,Verizon Plus Play,Good,Standard Perks
d1d26117-a41c-4e61-ac95-793b03975b75,STARZ,TV & Movies,8,75238,Verizon Plus Play,Bad,No Perks
6fad0c1a-fe36-48ba-8667-7e709ba38bf6,ViX Premium,Lifestyle,20,75225,Verizon Plus Play,Good,Standard Perks
9f0128ab-2f96-4aba-ae77-22b86b1d5058,BET+,Music & Audio,28,75210,Verizon MyPlan,Good,Standard Perks
166a9ba1-fa2b-4dbc-ad12-e904e6d9c4a2,FlixLatino,TV & Movies,27,75207,Verizon Plus Play,Good,Standard Perks
8bfd698d-84f3-43aa-a7f7-c8583791d9d7,Paramount+,TV & Movies,2,75209,Verizon MyPlan,Bad,No Perks
f5809bd8-9ca2-4f37-8495-e9b505d2ad42,BET+,Music & Audio,6,75224,Verizon Plus Play,Bad,No Perks
8600b56f-d087-4a1e-ad56-fa52fe48d4e6,Peacock,TV & Movies,5,75249,Verizon Plus Play,Bad,No Perks
87e0b018-a65f-4409-8341-a87152775cc9,Netflix,TV & Movies,13,75212,Verizon Plus Play,Good,15% off on Netflix next month
bd47e990-c424-4615-864a-2d54571ef894,HISTORY Vault,TV & Movies,9,75201,Verizon Plus Play,Bad,No Perks
b1c959f4-d665-44f9-97bd-ad3544ec4e4e,HISTORY Vault,TV & Movies,17,75238,Verizon MyPlan,Good,Standard Perks
ad3f471d-a6f8-4e60-8332-3cb1dee3ed60,STARZ,TV & Movies,26,75229,Verizon Plus Play,Good,Standard Perks
f63601bf-e2e8-487e-b0c6-c443c5fe523d,NFL Sunday Ticket,Sports,19,75206,Verizon Plus Play,Good,Free month of STARZ
5a00d8f5-21eb-4c75-8f11-92721871291a,AMC+,TV & Movies,9,75209,Verizon Plus Play,Bad,No Perks
9604e1c7-8314-4d2b-8960-67dbe0744af9,FlixLatino,TV & Movies,16,75226,Verizon MyPlan,Good,Standard Perks
5312afc3-2da8-44e9-aa17-722fad00d1e4,Paramount+,TV & Movies,26,75225,Verizon Plus Play,Good,Standard Perks
d1f086f8-f3bb-4b52-9e32-b995f0f5bce5,ViX Premium,Lifestyle,3,75204,Verizon Plus Play,Bad,No Perks
f687dc73-18d2-460b-b6e3-7233ea3c5b12,FlixLatino,TV & Movies,2,75233,Verizon Plus Play,Bad,No Perks
581cf57c-b8b6-4d93-9f4d-3393f1e4edad,Paramount+,TV & Movies,17,75208,Verizon Plus Play,Good,Standard Perks
03b740d8-248e-4e7c-9848-f8d13e4f7280,NFL Sunday Ticket,Sports,8,75206,Verizon Plus Play,Bad,No Perks
8a34c6a3-8128-41df-98ee-8ea599e636c5,STARZ,TV & Movies,28,75249,Verizon MyPlan,Good,Standard Perks
54be8d6e-bf6a-43ba-9457-abb66dc2a8c5,AMC+,TV & Movies,12,75215,Verizon MyPlan,Good,Standard Perks
8e332993-7c10-4e86-9b33-682b6543d487,HISTORY Vault,TV & Movies,16,75202,Verizon Plus Play,Good,Standard Perks
96fdf31d-49d9-4f83-bd3c-50206573d547,Netflix,TV & Movies,3,75253,Verizon MyPlan,Bad,No Perks
45f4e6d2-0ace-4cce-8e0c-f319e01e713c,HISTORY Vault,TV & Movies,19,75254,Verizon MyPlan,Good,Standard Perks
c11008f9-e292-42a4-8175-3091287c6cbd,BET+,Music & Audio,28,75202,Verizon MyPlan,Good,Standard Perks
b6bc3a86-68ed-420e-8525-05331b109e70,STARZ,TV & Movies,28,75228,Verizon MyPlan,Good,Standard Perks
46c528fb-b34f-44bc-8fc9-3a2a8b94c7fa,Paramount+,TV & Movies,2,75238,Verizon Plus Play,Bad,No Perks
c0a8cf52-3103-46e1-9bc8-e84e7d839cec,AMC+,TV & Movies,16,75240,Verizon MyPlan,Good,Standard Perks
706ab71c-d30d-48e8-848f-f1b825a390e6,STARZ,TV & Movies,0,75204,Verizon MyPlan,Bad,No Perks
acb7bb87-973f-4a8a-9457-94d9be4666e6,HISTORY Vault,TV & Movies,19,75287,Verizon MyPlan,Good,Standard Perks
3eca498b-c70e-46e1-8e34-e6cf53f7b43d,BET+,Music & Audio,13,75219,Verizon Plus Play,Good,Standard Perks
6cc610e6-eca2-4e90-8e37-e37ec1b9a7b6,Paramount+,TV & Movies,26,75209,Verizon Plus Play,Good,Standard Perks
3eb46f5f-f264-491b-aa8c-6f012fd8b60c,Peacock,TV & Movies,21,75231,Verizon MyPlan,Good,Standard Perks
012463a6-1ccc-441a-b45f-db972eaba377,Peacock,TV & Movies,28,75247,Verizon MyPlan,Good,Standard Perks
dc04cb22-2f0a-4c9b-8c7a-7d0724571c81,Netflix,TV & Movies,14,75212,Verizon MyPlan,Good,15% off on Netflix next month
f3109747-3fa6-46b0-b783-0ec7b4c0a2fd,Peacock,TV & Movies,10,75206,Verizon MyPlan,Bad,No Perks
e5b6ddc2-ad5e-458b-ab89-d4710d98f5e4,Netflix,TV & Movies,16,75252,Verizon MyPlan,Good,15% off on Netflix next month
056130dc-eec4-4024-a616-6ed6486e0c77,BET+,Music & Audio,24,75223,Verizon MyPlan,Good,Standard Perks
e5859ec5-2213-49e2-a060-cf6fe39454fd,ViX Premium,Lifestyle,17,75253,Verizon Plus Play,Good,Standard Perks
11dd2f40-f64b-4f7f-903c-b96b0915f8bb,Paramount+,TV & Movies,6,75208,Verizon MyPlan,Bad,No Perks
22ea06f7-3f3b-4e31-b182-2bc1025fcee2,AMC+,TV & Movies,15,75254,Verizon MyPlan,Good,Standard Perks
98e7ff65-98b2-444e-9b66-acc5ecec3ab0,AMC+,TV & Movies,17,75233,Verizon Plus Play,Good,Standard Perks
4b9cf16c-840b-4d9f-bd8b-272df4949376,BET+,Music & Audio,11,75236,Verizon Plus Play,Good,Standard Perks
abb8aa49-711a-4c44-a83b-4aca54b78e19,FlixLatino,TV & Movies,30,75216,Verizon Plus Play,Good,Standard Perks
41b5e0c7-fce6-4d2c-a80a-4a55a46f84fb,Paramount+,TV & Movies,27,75220,Verizon MyPlan,Good,Standard Perks
6ff3989e-8d67-451a-8b19-e3604f431cc2,FlixLatino,TV & Movies,0,75231,Verizon MyPlan,Bad,No Perks
66cc1e0b-c951-4ec4-8145-3afbffbf6ab3,FlixLatino,TV & Movies,8,75216,Verizon Plus Play,Bad,No Perks
eda3474a-3478-4cb8-b945-d38e13932784,Peacock,TV & Movies,6,75249,Verizon Plus Play,Bad,No Perks
4a2f579f-a03b-4cc0-af06-530d0f7666d7,AMC+,TV & Movies,30,75217,Verizon Plus Play,Good,Standard Perks
565d7d05-7736-4e17-887a-0d4dd1528b60,BET+,Music & Audio,17,75217,Verizon MyPlan,Good,Standard Perks
862baf7d-fc42-4460-add4-7002d2c64ba3,BET+,Music & Audio,1,75205,Verizon Plus Play,Bad,No Perks
b0e10f0b-2928-4a85-8f73-6e4eec3f03ac,STARZ,TV & Movies,13,75246,Verizon MyPlan,Good,Standard Perks
3c7dd10b-0b03-4cc4-9fda-94fddb5794b7,NFL Sunday Ticket,Sports,7,75232,Verizon MyPlan,Bad,No Perks
447cd21f-c822-4e28-9fd5-594896a6ecab,NFL Sunday Ticket,Sports,24,75234,Verizon MyPlan,Good,Free month of STARZ
32cf8c7a-f62e-4a6f-8ee8-608831f0ac37,FlixLatino,TV & Movies,0,75254,Verizon Plus Play,Bad,No Perks
db773696-93ab-4332-ba0d-5662e2efbd0d,FlixLatino,TV & Movies,23,75206,Verizon Plus Play,Good,Standard Perks
93260f5b-da48-4f64-9c99-af0e73d2fb85,HISTORY Vault,TV & Movies,22,75233,Verizon MyPlan,Good,Standard Perks
286eb4ff-9a1c-418f-80d1-8122cb7f432a,NFL Sunday Ticket,Sports,19,75229,Verizon MyPlan,Good,Free month of STARZ
6ee155d6-ac64-4913-b402-5543fe6954f5,FlixLatino,TV & Movies,30,75235,Verizon Plus Play,Good,Standard Perks
54b94af6-d914-49e7-831d-c3c2a6ab2c91,Peacock,TV & Movies,11,75254,Verizon Plus Play,Good,Standard Perks
babcbf1c-49e1-4ab3-b4ee-5404b54c9561,HISTORY Vault,TV & Movies,18,75219,Verizon Plus Play,Good,Standard Perks
89ad5445-49e5-4a53-b0d0-315a1ce5f3f3,HISTORY Vault,TV & Movies,19,75247,Verizon MyPlan,Good,Standard Perks
9787ab7e-0c86-4f15-846f-ae41f5b1962c,STARZ,TV & Movies,19,75246,Verizon MyPlan,Good,Standard Perks
e6d74fc4-23b1-4d1e-b2f0-04f137e3c186,BET+,Music & Audio,2,75228,Verizon MyPlan,Bad,No Perks
003791c6-75a7-4ab4-baab-bd2a5ea06927,HISTORY Vault,TV & Movies,7,75231,Verizon Plus Play,Bad,No Perks
505c26ed-c21c-4354-ba37-76998fbaeeec,FlixLatino,TV & Movies,1,75216,Verizon MyPlan,Bad,No Perks
7d40bd5a-eddd-4bf2-b012-9cb034801f29,Peacock,TV & Movies,25,75243,Verizon Plus Play,Good,Standard Perks
d9bf6b21-05e9-4228-ad8d-ab02cff81da3,AMC+,TV & Movies,19,75229,Verizon MyPlan,Good,Standard Perks
15ac620b-c8fb-4a6c-b79f-6877664290fe,HISTORY Vault,TV & Movies,12,75201,Verizon Plus Play,Good,Standard Perks
772f8eb9-7e8c-44f8-b494-fcc87bdaa58f,NFL Sunday Ticket,Sports,22,75249,Verizon MyPlan,Good,Free month of STARZ
7b34f57f-c22d-4d96-8ec4-cdea2b8d2691,STARZ,TV & Movies,18,75231,Verizon MyPlan,Good,Standard Perks
aee6de51-b070-4c39-ac7b-fd3bd2d8e7a3,HISTORY Vault,TV & Movies,6,75235,Verizon MyPlan,Bad,No Perks
122d9253-9954-488d-b953-2f738e54451c,ViX Premium,Lifestyle,23,75218,Verizon Plus Play,Good,Standard Perks
2858c74a-4ba1-4e4b-86c6-f96fc89a9c38,NFL Sunday Ticket,Sports,17,75230,Verizon Plus Play,Good,Free month of STARZ
754ad49b-4272-45eb-bc53-03c0c6673f44,NFL Sunday Ticket,Sports,30,75216,Verizon MyPlan,Good,Free month of STARZ
25b57597-dd17-4f52-9e2d-ec315cfe12ee,AMC+,TV & Movies,16,75241,Verizon Plus Play,Good,Standard Perks
17ad31f5-7259-4781-a40f-ddf44f97cd9f,Paramount+,TV & Movies,18,75215,Verizon MyPlan,Good,Standard Perks
6d977f40-6e25-4ed6-9c5e-c49e4dfb4cf0,BET+,Music & Audio,9,75205,Verizon MyPlan,Bad,No Perks
289d0426-e99f-4956-ba72-4005e6b9ecac,Peacock,TV & Movies,12,75214,Verizon Plus Play,Good,Standard Perks
ccdf34be-02aa-4858-8da7-6934e4cb7e92,ViX Premium,Lifestyle,5,75211,Verizon Plus Play,Bad,No Perks
09aac661-0645-4002-a668-ee499961e476,BET+,Music & Audio,20,75231,Verizon MyPlan,Good,Standard Perks
0bd31d88-3375-48be-9212-db4ef2c68b9c,AMC+,TV & Movies,22,75253,Verizon Plus Play,Good,Standard Perks
80ff13b4-0690-4d5c-8a3d-604af5c8dacd,FlixLatino,TV & Movies,17,75243,Verizon Plus Play,Good,Standard Perks
c234dec7-1ede-40b3-ad07-9f228a3b7b9b,AMC+,TV & Movies,25,75235,Verizon MyPlan,Good,Standard Perks
95df2962-67a9-47bc-8a18-7b797b43642e,Netflix,TV & Movies,23,75203,Verizon Plus Play,Good,15% off on Netflix next month
61907795-ee65-4c1a-b229-819067eb8fd5,AMC+,TV & Movies,30,75219,Verizon Plus Play,Good,Standard Perks
43d26d97-7133-4b3f-bfe0-d03e799481e8,NFL Sunday Ticket,Sports,16,75218,Verizon MyPlan,Good,Free month of STARZ
d3c16ae3-307d-4155-b575-189327c738f7,AMC+,TV & Movies,2,75249,Verizon MyPlan,Bad,No Perks
0b66ad9f-ba58-4ca8-b533-97878268b938,BET+,Music & Audio,23,75201,Verizon MyPlan,Good,Standard Perks
18767a14-2e8e-48f1-8b49-74d1ab274897,Peacock,TV & Movies,21,75201,Verizon MyPlan,Good,Standard Perks
65289fdf-98b8-4136-b11c-1e681e52b8d0,BET+,Music & Audio,27,75224,Verizon Plus Play,Good,Standard Perks
d0ccb239-8802-4054-8433-2ce5e547358f,HISTORY Vault,TV & Movies,10,75207,Verizon Plus Play,Bad,No Perks
988dc880-535a-4418-868d-37050841b9ac,Paramount+,TV & Movies,10,75201,Verizon MyPlan,Bad,No Perks
73d0cf9b-87f8-4388-ab14-b839c62ff799,ViX Premium,Lifestyle,23,75205,Verizon MyPlan,Good,Standard Perks
a8dfa38e-27b9-4db7-9e5f-e60cd88422a0,AMC+,TV & Movies,1,75202,Verizon Plus Play,Bad,No Perks
018229d8-96cd-410b-b759-2aec2a07a3d8,Paramount+,TV & Movies,6,75207,Verizon MyPlan,Bad,No Perks
b0f18032-fa2b-4bbd-813d-718678186f23,AMC+,TV & Movies,7,75204,Verizon MyPlan,Bad,No Perks
e45944ff-c087-4484-9cf8-61ec6ad40913,STARZ,TV & Movies,2,75252,Verizon MyPlan,Bad,No Perks
947a067c-3b92-4e7b-838b-ae1089ecd096,ViX Premium,Lifestyle,12,75229,Verizon MyPlan,Good,Standard Perks
66f5b574-c9d8-4b6b-bc4a-6635cd1c518e,STARZ,TV & Movies,24,75206,Verizon Plus Play,Good,Standard Perks
cf7cfed3-e313-4c1d-bc20-4e84c9a20cdc,NFL Sunday Ticket,Sports,1,75209,Verizon MyPlan,Bad,No Perks
